scientific_name,park_name,observations
Bryum gemmiparum,Yosemite National Park,172
Contopus cooperi,Yosemite National Park,420
Perilla frutescens,Yosemite National Park,133
Vireo solitarius,Yosemite National Park,363
Botrychium biternatum,Yosemite National Park,131
Polytrichum piliferum,Yosemite National Park,124
Myotis ciliolabrum,Yosemite National Park,135
Baccharis pilularis,Yosemite National Park,189
Dioscorea villosa,Yosemite National Park,139
Setophaga fusca,Yosemite National Park,151
Malacothrix floccifera,Yosemite National Park,147
Cruciata pedemontana,Yosemite National Park,143
Penstemon deustus,Yosemite National Park,152
Thomomys bottae,Yosemite National Park,155
Catharus minimus,Yosemite National Park,128
Eleocharis acicularis var. acicularis,Yosemite National Park,134
Anemone parviflora,Yosemite National Park,144
Muhlenbergia frondosa,Yosemite National Park,171
Drummondia prorepens,Yosemite National Park,183
Tyrannus forficatus,Yosemite National Park,248
Houstonia serpyllifolia,Yosemite National Park,150
Iris virginica var. shrevei,Yosemite National Park,120
Rubus parviflorus var. parviflorus,Yosemite National Park,144
Luzula multiflora,Yosemite National Park,171
Luzula subcongesta,Yosemite National Park,121
Tragopogon porrifolius,Yosemite National Park,120
Carex appalachica,Yosemite National Park,183
Hypericum densiflorum,Yosemite National Park,154
Commelina diffusa,Yosemite National Park,152
Sphenosciadium capitellatum,Yosemite National Park,147
Gamochaeta purpurea,Yosemite National Park,132
Phainopepla nitens,Yosemite National Park,341
Myosotis stricta,Yosemite National Park,162
Hieracium scabrum,Yosemite National Park,136
Erethizon dorsatum,Yosemite National Park,153
Sphagnum molle,Yosemite National Park,180
Pachysandra procumbens,Yosemite National Park,118
Ceanothus integerrimus,Yosemite National Park,164
Triosteum perfoliatum,Yosemite National Park,137
Noturus flavipinnis,Yosemite National Park,72
Gayophytum humile,Yosemite National Park,177
Salvelinus namaycush,Yosemite National Park,166
Digitaria ischaemum,Yosemite National Park,147
Contopus virens,Yosemite National Park,128
Kummerowia striata,Yosemite National Park,159
Amsinckia lycopsoides,Yosemite National Park,153
Carduelis pinus,Yosemite National Park,157
Viola canadensis var. canadensis,Yosemite National Park,155
Zigadenus paniculatus,Yosemite National Park,150
Pyrola picta,Yosemite National Park,180
Condylura cristata,Yosemite National Park,134
Epigaea repens,Yosemite National Park,160
Arundo donax,Yosemite National Park,129
Taraxacum scopulorum,Yosemite National Park,164
Phacelia racemosa,Yosemite National Park,170
Gratiola neglecta,Yosemite National Park,154
Galeopsis tetrahit,Yosemite National Park,117
Alces alces shirasi,Yosemite National Park,168
Quercus wislizeni var. wislizeni,Yosemite National Park,171
Orobanche uniflora,Yosemite National Park,199
Monotropa hypopithys,Yosemite National Park,123
Silene lemmonii,Yosemite National Park,146
Scrophularia marilandica,Yosemite National Park,132
Pycnanthemum incanum,Yosemite National Park,160
Eriogonum umbellatum var. furcosum,Yosemite National Park,133
Eryngium integrifolium,Yosemite National Park,135
Hypochaeris radicata,Yosemite National Park,176
Lespedeza stuevei,Yosemite National Park,162
Anomobryum filiforme,Yosemite National Park,150
Eptesicus fuscus,Yosemite National Park,130
Tamias speciosus,Yosemite National Park,146
Phlox hoodii,Yosemite National Park,135
Bufo fowleri,Yosemite National Park,142
Trillium catesbaei,Yosemite National Park,173
Hibiscus moscheutos ssp. moscheutos,Yosemite National Park,181
Lonicera maackii,Yosemite National Park,169
Pentagramma pallida,Yosemite National Park,180
Myotis lucifugus,Yosemite National Park,124
Carya pallida,Yosemite National Park,128
Acorus calamus,Yosemite National Park,178
Panicum miliaceum,Yosemite National Park,198
Carex muehlenbergii var. muehlenbergii,Yosemite National Park,156
Vaccinium membranaceum,Yosemite National Park,163
Symphyotrichum concolor,Yosemite National Park,148
Luzula multiflora,Yosemite National Park,152
Ranunculus californicus,Yosemite National Park,169
Medeola virginiana,Yosemite National Park,175
Vulpia bromoides,Yosemite National Park,118
Charadrius nivosus,Yosemite National Park,154
Solidago caesia,Yosemite National Park,110
Mimulus palmeri,Yosemite National Park,179
Townsendia alpigena,Yosemite National Park,198
Juncus nevadensis,Yosemite National Park,144
Larus delawarensis,Yosemite National Park,387
Verbascum blattaria,Yosemite National Park,168
Juncus bufonius var. occidentalis,Yosemite National Park,154
Corylus cornuta,Yosemite National Park,156
Solidago gigantea,Yosemite National Park,121
Carex pensylvanica,Yosemite National Park,145
Cyperus refractus,Yosemite National Park,156
Pellaea breweri,Yosemite National Park,132
Entodon brevisetus,Yosemite National Park,167
Vaccinium hirsutum,Yosemite National Park,125
Horkelia fusca ssp. parviflora,Yosemite National Park,165
Scutellaria bolanderi ssp. bolanderi,Yosemite National Park,125
Marrubium vulgare,Yosemite National Park,167
Ornithogalum umbellatum,Yosemite National Park,155
Ipomopsis aggregata,Yosemite National Park,155
Polygala alba,Yosemite National Park,154
Polemonium eximium,Yosemite National Park,102
Lycopus uniflorus,Yosemite National Park,126
Ledum glandulosum,Yosemite National Park,121
Wyethia mollis,Yosemite National Park,153
Cottus bairdii,Yosemite National Park,134
Bulbostylis capillaris,Yosemite National Park,170
Anastrophyllum minutum,Yosemite National Park,131
Polystichum acrostichoides,Yosemite National Park,147
Thalictrum sparsiflorum var. saximontanum,Yosemite National Park,177
Carya ovata,Yosemite National Park,155
Agastache scrophulariifolia,Yosemite National Park,133
Carex laeviculmis,Yosemite National Park,170
Forsstroemia trichomitria,Yosemite National Park,140
Carex laxiculmis,Yosemite National Park,159
Coccyzus americanus,Yosemite National Park,154
Cinna bolanderi,Yosemite National Park,124
Acanthus flammea,Yosemite National Park,222
Tytonidae,Yosemite National Park,156
Chenopodium murale,Yosemite National Park,151
Sphenopholis pensylvanica,Yosemite National Park,140
Carex styloflexa,Yosemite National Park,156
Pseudotriton ruber schencki,Yosemite National Park,134
Eupatorium album,Yosemite National Park,149
Carex macrochaeta,Yosemite National Park,148
Bos taurus,Yosemite National Park,124
Juncus bryoides,Yosemite National Park,168
Acer leucoderme,Yosemite National Park,140
Myotis leibii,Yosemite National Park,132
Collinsonia canadensis,Yosemite National Park,160
Oxytropis deflexa var. foliolosa,Yosemite National Park,152
Plagiobothrys torreyi var. torreyi,Yosemite National Park,148
Arctium lappa,Yosemite National Park,142
Carex macloviana,Yosemite National Park,143
Penstemon fruticosus,Yosemite National Park,152
Aspidotis californica,Yosemite National Park,139
Mimulus pulsiferae,Yosemite National Park,129
Dichanthelium clandestinum,Yosemite National Park,159
Peromyscus gossypinus,Yosemite National Park,133
Mimulus mephiticus,Yosemite National Park,147
Vulpes fulva,Yosemite National Park,133
Conimitella williamsii,Yosemite National Park,142
Samolus valerandi ssp. parviflorus,Yosemite National Park,191
Navarretia intertexta ssp. intertexta,Yosemite National Park,194
Setophaga ruticilla,Yosemite National Park,133
Erigeron peregrinus var. callianthemus,Yosemite National Park,156
Empidonax minimus,Yosemite National Park,183
Alnus rhombifolia,Yosemite National Park,168
Cyprinella galacturus,Yosemite National Park,143
Cystopteris bulbifera,Yosemite National Park,184
Tilia americana,Yosemite National Park,139
Lespedeza frutescens,Yosemite National Park,141
Epilobium ciliatum,Yosemite National Park,149
Muhlenbergia sylvatica,Yosemite National Park,129
Phlox subulata,Yosemite National Park,119
Arabis inyoensis,Yosemite National Park,156
Poa trivialis,Yosemite National Park,161
Tephrosia virginiana,Yosemite National Park,118
Lupinus albicaulis,Yosemite National Park,175
Poncirus trifoliata,Yosemite National Park,124
Plantago lanceolata,Yosemite National Park,119
Stellaria longipes var. longipes,Yosemite National Park,173
Stylosanthes biflora,Yosemite National Park,140
Quercus phellos,Yosemite National Park,125
Elephantopus carolinianus,Yosemite National Park,160
Rana catesbeiana,Yosemite National Park,123
Chaetodipus californicus,Yosemite National Park,145
Ensatina eschscholtzii platensis,Yosemite National Park,173
Carex rossii,Yosemite National Park,162
Acer rubrum var. trilobum,Yosemite National Park,110
Phlox paniculata,Yosemite National Park,120
Disporum hookeri,Yosemite National Park,139
Nycticorax nycticorax,Yosemite National Park,286
Carex nigromarginata,Yosemite National Park,179
Cygnus columbianus,Yosemite National Park,166
Archilochus colubris,Yosemite National Park,147
Mustela erminea,Yosemite National Park,146
Acris crepitans crepitans,Yosemite National Park,132
Houstonia purpurea var. calycosa,Yosemite National Park,162
Carex grisea,Yosemite National Park,157
Matelea gonocarpos,Yosemite National Park,155
Ovis canadensis sierrae,Yosemite National Park,39
Castor canadensis,Yosemite National Park,149
Ophisaurus attenuatus longicaudus,Yosemite National Park,152
Arabis laevigata var. burkii,Yosemite National Park,153
Arabis sparsiflora var. arcuata,Yosemite National Park,109
Sorbus scopulina var. scopulina,Yosemite National Park,156
Penstemon azureus var. angustissimus,Yosemite National Park,150
Eurycea cirrigera,Yosemite National Park,162
Veronica peregrina,Yosemite National Park,151
Orbexilum pedunculatum,Yosemite National Park,148
Anomodon rugelii,Yosemite National Park,188
Lindernia dubia var. dubia,Yosemite National Park,165
Ceratodon purpureus,Yosemite National Park,147
Digitaria ischaemum,Yosemite National Park,150
Plagiobothrys torreyi var. diffusus,Yosemite National Park,134
Carex albicans var. albicans,Yosemite National Park,152
Crotalaria sagittalis,Yosemite National Park,173
Sedum rhodanthum,Yosemite National Park,143
Goodyera oblongifolia,Yosemite National Park,103
Rosa bridgesii,Yosemite National Park,131
Rhynchosia tomentosa,Yosemite National Park,160
Clematis hirsutissima var. hirsutissima,Yosemite National Park,148
Fontinalis sullivantii,Yosemite National Park,159
Solidago nemoralis var. nemoralis,Yosemite National Park,169
Anthus rubescens,Yosemite National Park,132
Antennaria anaphaloides,Yosemite National Park,158
Galactia volubilis,Yosemite National Park,159
Erigeron strigosus,Yosemite National Park,152
Cynoglossum occidentale,Yosemite National Park,170
Euonymus atropurpureus,Yosemite National Park,137
Carex lemmonii,Yosemite National Park,157
Myotis grisescens,Yosemite National Park,39
Luzula orestera,Yosemite National Park,142
Thaspium barbinode,Yosemite National Park,152
Notropis baileyi,Yosemite National Park,199
Aquilegia flavescens,Yosemite National Park,170
Dumetella carolinensis,Yosemite National Park,185
Rudbeckia laciniata var. digitata,Yosemite National Park,177
Potentilla argentea,Yosemite National Park,166
Barbarea vulgaris,Yosemite National Park,157
Vicia benghalensis,Yosemite National Park,148
Carex prasina,Yosemite National Park,121
Sporobolus indicus,Yosemite National Park,128
Oncophorus wahlenbergii,Yosemite National Park,150
Chenopodium fremontii,Yosemite National Park,158
Columba livia,Yosemite National Park,144
Monolepis spathulata,Yosemite National Park,167
Tamiasciurus douglasii,Yosemite National Park,186
Tamias amoenus,Yosemite National Park,152
Circaea alpina ssp. pacifica,Yosemite National Park,162
Lonicera korolkowii,Yosemite National Park,129
Calopogon tuberosus var. tuberosus,Yosemite National Park,184
Gratiola neglecta,Yosemite National Park,175
Satureja douglasii,Yosemite National Park,131
Cyrto-hypnum minutulum,Yosemite National Park,167
Helianthus strumosus,Yosemite National Park,156
Salix lucida ssp. lasiandra,Yosemite National Park,128
Mertensia ciliata var. ciliata,Yosemite National Park,140
Juncus dudleyi,Yosemite National Park,150
Herniaria hirsuta ssp. hirsuta,Yosemite National Park,152
Melospiza georgiana,Yosemite National Park,134
Juniperus chinensis,Yosemite National Park,183
Waldsteinia fragarioides ssp. doniana,Yosemite National Park,150
Limosa haemastica,Yosemite National Park,125
Picris hieracioides,Yosemite National Park,173
Chaenactis glabriuscula var. heterocarpha,Yosemite National Park,179
Sedum spathulifolium,Yosemite National Park,139
Sporobolus indicus var. indicus,Yosemite National Park,143
Amelanchier sanguinea,Yosemite National Park,157
Symphyotrichum cordifolium,Yosemite National Park,133
Funaria calvescens,Yosemite National Park,152
Draba crassifolia,Yosemite National Park,119
Viola striata,Yosemite National Park,155
Bromus hordeaceus ssp. hordeaceus,Yosemite National Park,189
Magnolia macrophylla,Yosemite National Park,156
Stellaria longifolia,Yosemite National Park,129
Astragalus bolanderi,Yosemite National Park,140
Amelanchier utahensis,Yosemite National Park,134
Malva sylvestris,Yosemite National Park,141
Silene gallica,Yosemite National Park,135
Ludwigia uruguayensis,Yosemite National Park,156
Ictalurus furcatus,Yosemite National Park,167
Passerina caerulea,Yosemite National Park,415
Polemonium viscosum,Yosemite National Park,184
Rhododendron prinophyllum,Yosemite National Park,142
Arctium minus,Yosemite National Park,162
Pluvialis dominica,Yosemite National Park,162
Lonicera morrowii,Yosemite National Park,127
Carex trisperma,Yosemite National Park,120
Avena sativa,Yosemite National Park,157
Balsamorhiza sagittata,Yosemite National Park,151
Populus X canescens,Yosemite National Park,178
Isopterygium tenerum,Yosemite National Park,162
Hypnum imponens,Yosemite National Park,178
Mustela frenata,Yosemite National Park,123
Ameiurus melas,Yosemite National Park,154
Eriogonum umbellatum var. nevadense,Yosemite National Park,140
Polypodium hesperium,Yosemite National Park,133
Orobanche corymbosa,Yosemite National Park,142
Calamagrostis stricta,Yosemite National Park,138
Kumlienia hystricula,Yosemite National Park,140
Quercus shumardii,Yosemite National Park,183
Prenanthes alba,Yosemite National Park,149
Cephalozia bicuspidata,Yosemite National Park,147
Grimmia donniana,Yosemite National Park,149
Carex virescens,Yosemite National Park,152
Mimulus laciniatus,Yosemite National Park,165
Stellaria alsine,Yosemite National Park,139
Phalaropus lobatus,Yosemite National Park,371
Carex multicostata,Yosemite National Park,175
Polygonum bistortoides,Yosemite National Park,136
Dendroica castanea,Yosemite National Park,488
Carex debilis var. rudgei,Yosemite National Park,171
Petrochelidon pyrrhonota,Yosemite National Park,160
Hyla chrysoscelis,Yosemite National Park,109
Potentilla norvegica,Yosemite National Park,148
Secale cereale,Yosemite National Park,136
Herniaria hirsuta ssp. cinerea,Yosemite National Park,167
Desmodium rotundifolium,Yosemite National Park,155
Juncus gymnocarpus,Yosemite National Park,112
Linaria dalmatica,Yosemite National Park,168
Erigeron algidus,Yosemite National Park,135
Lampropeltis,Yosemite National Park,152
Arnica longifolia,Yosemite National Park,137
Poa stebbinsii,Yosemite National Park,142
Rotala ramosior,Yosemite National Park,118
Polygonum virginianum,Yosemite National Park,156
Ribes aureum var. villosum,Yosemite National Park,170
Haplohymenium triste,Yosemite National Park,175
Carex atlantica ssp. capillacea,Yosemite National Park,132
Stylophorum diphyllum,Yosemite National Park,135
Ranunculus acris var. acris,Yosemite National Park,146
Beckmannia syzigachne,Yosemite National Park,155
Artemisia scopulorum,Yosemite National Park,195
Helianthus angustifolius,Yosemite National Park,167
Carex debilis var. pubera,Yosemite National Park,174
Callospermophilus lateralis,Yosemite National Park,121
Orogenia linearifolia,Yosemite National Park,148
Ligustrum sinense,Yosemite National Park,146
Eriogonum umbellatum var. dichrocephalum,Yosemite National Park,144
Ageratina aromatica var. aromatica,Yosemite National Park,117
Acer glabrum,Yosemite National Park,124
Lepomis megalotis,Yosemite National Park,182
Hordeum vulgare,Yosemite National Park,165
Achnatherum X bloomeri,Yosemite National Park,155
Carex granularis,Yosemite National Park,134
Ericameria arborescens,Yosemite National Park,160
Hemerocallis fulva,Yosemite National Park,144
Pastinaca sativa,Yosemite National Park,183
Barbarea orthoceras,Yosemite National Park,168
Dendroica palmarum,Yosemite National Park,166
Leucosticte tephrocotis,Yosemite National Park,160
Narcissus poeticus,Yosemite National Park,161
Setophaga townsendi,Yosemite National Park,137
Prunella vulgaris,Yosemite National Park,158
Euphorbia dentata var. dentata,Yosemite National Park,134
Impatiens capensis,Yosemite National Park,159
Tetragonotheca helianthoides,Yosemite National Park,170
Salix laevigata,Yosemite National Park,156
Erodium cicutarium,Yosemite National Park,130
Cypripedium acaule,Yosemite National Park,168
Ceanothus cordulatus,Yosemite National Park,147
Sterna fuscata,Yosemite National Park,153
Leucodon brachypus var. andrewsianus,Yosemite National Park,165
Erigeron tweedyi,Yosemite National Park,158
Plagiomnium cuspidatum,Yosemite National Park,144
Etheostoma blennioides,Yosemite National Park,203
Carex conjuncta,Yosemite National Park,162
Salvia nemorosa,Yosemite National Park,128
Cornus foemina,Yosemite National Park,138
Setophaga palmarum,Yosemite National Park,131
Rudbeckia fulgida var. umbrosa,Yosemite National Park,160
Dichanthelium latifolium,Yosemite National Park,193
Fissidens subbasilaris,Yosemite National Park,167
Hypnum cupressiforme,Yosemite National Park,174
Lamium purpureum,Yosemite National Park,118
Symphyotrichum foliaceum var. apricum,Yosemite National Park,146
Krigia biflora,Yosemite National Park,127
Bromus hordeaceus,Yosemite National Park,156
Parnassia fimbriata,Yosemite National Park,152
Chaerophyllum procumbens,Yosemite National Park,158
Carex bebbii,Yosemite National Park,160
Penstemon rydbergii var. oreocharis,Yosemite National Park,153
Smilax rotundifolia,Yosemite National Park,162
Sambucus mexicana,Yosemite National Park,141
Potamogeton robbinsii,Yosemite National Park,139
Trillium vaseyi,Yosemite National Park,161
Clematis occidentalis var. grosseserrata,Yosemite National Park,162
Protonotaria citrea,Yosemite National Park,293
Geranium dissectum,Yosemite National Park,129
Geranium richardsonii,Yosemite National Park,126
Baptisia tinctoria,Yosemite National Park,137
Oligoneuron rigidum var. rigidum,Yosemite National Park,138
Utricularia intermedia,Yosemite National Park,149
Plethodon websteri,Yosemite National Park,164
Medicago lupulina,Yosemite National Park,140
Symphyotrichum puniceum var. puniceum,Yosemite National Park,130
Kalmia latifolia,Yosemite National Park,126
Chrysosplenium americanum,Yosemite National Park,150
Dracocephalum parviflorum,Yosemite National Park,116
Setophaga nigrescens,Yosemite National Park,422
Desmognathus santeetlah,Yosemite National Park,184
Mimosa microphylla,Yosemite National Park,168
Campanulastrum americanum,Yosemite National Park,158
Hesperochiron californicus,Yosemite National Park,186
Viola sagittata var. sagittata,Yosemite National Park,152
Castilleja attenuata,Yosemite National Park,152
Androsace occidentalis,Yosemite National Park,120
Polypodium glycyrrhiza,Yosemite National Park,139
Asclepias fascicularis,Yosemite National Park,194
Cephalanthus occidentalis,Yosemite National Park,180
Senecio scorzonella,Yosemite National Park,126
Parietaria pensylvanica,Yosemite National Park,150
Delphinium nuttallianum,Yosemite National Park,133
Pogonia ophioglossoides,Yosemite National Park,169
Trachemys scripta troostii,Yosemite National Park,150
Cyprinella venustus,Yosemite National Park,139
Trifolium dubium,Yosemite National Park,138
Pycnanthemum muticum,Yosemite National Park,174
Tauschia hartwegii,Yosemite National Park,138
Hamamelis virginiana,Yosemite National Park,160
Claytonia lanceolata,Yosemite National Park,163
Plantago lanceolata,Yosemite National Park,136
Eurycea wilderae,Yosemite National Park,157
Phenacobius crassilabrum,Yosemite National Park,168
Psilocarphus tenellus var. tenellus,Yosemite National Park,143
Bidens tripartita,Yosemite National Park,128
Philadelphus inodorus var. strigosus,Yosemite National Park,167
Clintonia umbellulata,Yosemite National Park,166
Saxifraga oppositifolia,Yosemite National Park,173
Nemophila aphylla,Yosemite National Park,162
Rhus hirta,Yosemite National Park,153
Erigeron strigosus,Yosemite National Park,161
Carex aquatilis var. aquatilis,Yosemite National Park,173
Populus balsamifera ssp. balsamifera,Yosemite National Park,146
Pleuridium subulatum,Yosemite National Park,141
Melanitta nigra,Yosemite National Park,233
Carpodacus mexicanus,Yosemite National Park,137
Adoxa moschatellina,Yosemite National Park,155
Chenopodium glaucum var. salinum,Yosemite National Park,130
Eriophorum gracile,Yosemite National Park,113
Calamagrostis canadensis,Yosemite National Park,147
Sedum obtusatum ssp. obtusatum,Yosemite National Park,171
Lithophragma parviflorum,Yosemite National Park,119
Smilax biltmoreana,Yosemite National Park,159
Artemisia ludoviciana ssp. mexicana,Yosemite National Park,150
Parula americana,Yosemite National Park,389
Pyrola asarifolia,Yosemite National Park,140
Tyrannus tyrannus,Yosemite National Park,340
Carex limosa,Yosemite National Park,153
Polygonum setaceum,Yosemite National Park,171
Polygonum caespitosum var. longisetum,Yosemite National Park,179
Clangula hyemalis,Yosemite National Park,106
Gallinago delicata,Yosemite National Park,312
Oreothlypis virginiae,Yosemite National Park,134
Arnica chamissonis ssp. foliosa,Yosemite National Park,145
Commelina communis,Yosemite National Park,127
Rigiopappus leptocladus,Yosemite National Park,166
Lolium multiflorum,Yosemite National Park,127
Spiraea betulifolia var. lucida,Yosemite National Park,128
Arrhenatherum elatius,Yosemite National Park,156
Lycoris radiata,Yosemite National Park,125
Avena barbata,Yosemite National Park,118
Erigeron gracilis,Yosemite National Park,145
Achnatherum occidentale ssp. pubescens,Yosemite National Park,148
Aythya affinis,Yosemite National Park,308
Claytonia megarhiza,Yosemite National Park,167
Festuca paradoxa,Yosemite National Park,142
Vaccinium myrtilloides,Yosemite National Park,155
Draba praealta,Yosemite National Park,101
Parastrellus hesperus,Yosemite National Park,149
Sclerolinon digynum,Yosemite National Park,164
Crepis capillaris,Yosemite National Park,126
Draba oligosperma,Yosemite National Park,149
Eupatorium,Yosemite National Park,144
Monardella sheltonii,Yosemite National Park,139
Antennaria parlinii ssp. fallax,Yosemite National Park,149
Gilia capitata ssp. mediomontana,Yosemite National Park,152
Mimulus floribundus,Yosemite National Park,176
Kalmia microphylla,Yosemite National Park,148
Rhus copallinum,Yosemite National Park,152
Lysimachia terrestris,Yosemite National Park,152
Leptohymenium sharpii,Yosemite National Park,137
Carex preslii,Yosemite National Park,149
Masticophis lateralis lateralis,Yosemite National Park,174
Scrophularia desertorum,Yosemite National Park,160
Pachysandra terminalis,Yosemite National Park,127
Vulpia octoflora var. glauca,Yosemite National Park,142
Gentianopsis simplex,Yosemite National Park,173
Mnium hornum,Yosemite National Park,134
Fabronia ciliaris,Yosemite National Park,146
Bombycilla cedrorum,Yosemite National Park,134
Ulota hutchinsiae,Yosemite National Park,145
Erigeron lonchophyllus,Yosemite National Park,109
Polygala ambigua,Yosemite National Park,126
Catalpa speciosa,Yosemite National Park,145
Penstemon heterodoxus var. heterodoxus,Yosemite National Park,134
Viola lobata ssp. integrifolia,Yosemite National Park,139
Cosmos sulphureus,Yosemite National Park,127
Juncus subcaudatus var. subcaudatus,Yosemite National Park,143
Cuphea viscosissima,Yosemite National Park,130
Monardella lanceolata,Yosemite National Park,126
Rhexia virginica,Yosemite National Park,166
Andropogon gerardii,Yosemite National Park,145
Tamias umbrinus,Yosemite National Park,158
Schlotheimia rugifolia,Yosemite National Park,133
Glaux maritima,Yosemite National Park,116
Amaranthus albus,Yosemite National Park,139
Callicarpa americana,Yosemite National Park,155
Amsonia tabernaemontana var. tabernaemontana,Yosemite National Park,181
Valeriana dioica var. sylvatica,Yosemite National Park,160
Osmunda cinnamomea,Yosemite National Park,162
Athene cunicularia,Yosemite National Park,131
Potentilla drummondii ssp. breweri,Yosemite National Park,156
Hieracium X marianum,Yosemite National Park,143
Scalopus aquaticus,Yosemite National Park,179
Sagittaria cuneata,Yosemite National Park,166
Eleocharis flavescens var. thermalis,Yosemite National Park,156
Polymnia laevigata,Yosemite National Park,183
Carduus acanthoides,Yosemite National Park,165
Ambrosia artemisiifolia,Yosemite National Park,139
Leskeella nervosa,Yosemite National Park,126
Helmitheros vermivorus,Yosemite National Park,238
Hordeum brachyantherum,Yosemite National Park,158
Astragalus missouriensis,Yosemite National Park,130
Elymus multisetus,Yosemite National Park,137
Cryptantha simulans,Yosemite National Park,124
Polemonium micranthum,Yosemite National Park,148
Utricularia macrorhiza,Yosemite National Park,137
Dodecatheon jeffreyi,Yosemite National Park,128
Melilotus albus,Yosemite National Park,137
Lupinus stiversii,Yosemite National Park,173
Carex aquatilis,Yosemite National Park,135
Juglans mandshurica,Yosemite National Park,145
Setophaga citrina,Yosemite National Park,318
Hieracium horridum,Yosemite National Park,145
Erigeron barbellulatus,Yosemite National Park,148
Epilobium densiflorum,Yosemite National Park,177
Fagopyrum esculentum,Yosemite National Park,153
Castilleja foliolosa,Yosemite National Park,132
Solidago californica,Yosemite National Park,139
Rubus frondosus,Yosemite National Park,134
Dianthus armeria,Yosemite National Park,125
Duchesnea indica,Yosemite National Park,168
Malus pumila,Yosemite National Park,153
Rumex acetosella,Yosemite National Park,175
Lotus humistratus,Yosemite National Park,180
Athysanus pusillus,Yosemite National Park,151
Antennaria pulcherrima,Yosemite National Park,161
Sorex monticolus,Yosemite National Park,124
Carex nigricans,Yosemite National Park,165
Carex amplectens,Yosemite National Park,147
Phenacomys intermedius,Yosemite National Park,167
Etheostoma chlorobranchium,Yosemite National Park,162
Arabis lemmonii var. lemmonii,Yosemite National Park,141
Castilleja crista-galli,Yosemite National Park,169
Hypoxis hirsuta,Yosemite National Park,137
Potentilla grayi,Yosemite National Park,173
Eriogonum caespitosum,Yosemite National Park,161
Carpodacus cassinii,Yosemite National Park,235
Senecio lugens,Yosemite National Park,114
Myosotis verna,Yosemite National Park,169
Hydroprogne caspia,Yosemite National Park,198
Galium triflorum,Yosemite National Park,149
Collinsia tinctoria,Yosemite National Park,149
Carex jamesii,Yosemite National Park,158
Gayophytum ramosissimum,Yosemite National Park,160
Sitta carolinensis,Yosemite National Park,342
Arenaria serpyllifolia,Yosemite National Park,140
Saxifraga virginiensis var. virginiensis,Yosemite National Park,126
Stizostedion vitreum,Yosemite National Park,152
Stachys clingmanii,Yosemite National Park,148
Clinostomus sp. 1,Yosemite National Park,180
Helianthus divaricatus,Yosemite National Park,155
Physostegia virginiana ssp. virginiana,Yosemite National Park,137
Verbascum thapsus,Yosemite National Park,172
Cirsium altissimum,Yosemite National Park,151
Sisyrinchium bellum,Yosemite National Park,212
Lupinus arbustus,Yosemite National Park,166
Trichomanes petersii,Yosemite National Park,110
Senecio fremontii var. occidentalis,Yosemite National Park,157
Tortula amphidiacea,Yosemite National Park,167
Trientalis borealis,Yosemite National Park,131
Botrychium lanceolatum,Yosemite National Park,119
Sorex palustris,Yosemite National Park,147
Carex normalis,Yosemite National Park,153
Lophodytes cucullatus,Yosemite National Park,165
Pohlia annotina,Yosemite National Park,156
Geum aleppicum var. strictum,Yosemite National Park,131
Kickxia elatine,Yosemite National Park,187
Narthecium californicum,Yosemite National Park,176
Streptanthus tortuosus var. tortuosus,Yosemite National Park,154
Solidago curtisii,Yosemite National Park,136
Pinus contorta var. latifolia,Yosemite National Park,117
Eragrostis pilosa var. pilosa,Yosemite National Park,176
Nemophila pedunculata,Yosemite National Park,164
Panicum dichotomiflorum,Yosemite National Park,139
Heterotheca villosa var. nana,Yosemite National Park,140
Silene californica,Yosemite National Park,154
Carex frankii,Yosemite National Park,146
Rosa canina,Yosemite National Park,122
Lamium amplexicaule,Yosemite National Park,107
Allophyllum gilioides ssp. violaceum,Yosemite National Park,129
Platanthera psycodes,Yosemite National Park,122
Cleome serrulata,Yosemite National Park,141
Anacamptodon splachnoides,Yosemite National Park,157
Claytonia megarhiza var. megarhiza,Yosemite National Park,144
Potentilla glandulosa ssp. hansenii,Yosemite National Park,188
Spilogale putorius,Yosemite National Park,133
Melanerpes erythrocephalus,Yosemite National Park,333
Danthonia epilis,Yosemite National Park,141
Celastrus scandens,Yosemite National Park,143
Tamias senex,Yosemite National Park,131
Muhlenbergia glomerata,Yosemite National Park,166
Lithospermum ruderale,Yosemite National Park,167
Rudbeckia hirta var. hirta,Yosemite National Park,190
Corallorhiza maculata,Yosemite National Park,164
Saxifraga aprica,Yosemite National Park,171
Catostomus occidentalis,Yosemite National Park,180
Viola purpurea ssp. venosa,Yosemite National Park,152
Eryngium prostratum,Yosemite National Park,174
Stuckenia filiformis ssp. alpinus,Yosemite National Park,134
Lepus townsendii,Yosemite National Park,152
Agoseris aurantiaca,Yosemite National Park,146
Sanicula graveolens,Yosemite National Park,175
Juncus oxymeris,Yosemite National Park,147
Helianthus annuus,Yosemite National Park,123
Piperia colemanii,Yosemite National Park,180
Empidonax occidentalis,Yosemite National Park,304
Lupinus fulcratus,Yosemite National Park,143
Elymus elymoides ssp. elymoides,Yosemite National Park,156
Lycopodiella inundata,Yosemite National Park,126
Aristolochia macrophylla,Yosemite National Park,133
Verbena bracteata,Yosemite National Park,147
Draba brachycarpa,Yosemite National Park,112
Dolichonyx oryzivorus,Yosemite National Park,359
Cyprinella spilopterus,Yosemite National Park,166
Glaucidium gnoma,Yosemite National Park,144
