category,scientific_name,common_names,conservation_status,lifespan_years,mass_kg
Vascular Plant,Senecio integerrimus var. major,"Lambstongue Groundsel, Lambstongue Ragwort",Species of Concern,16.2,2.908
Vascular Plant,Senecio pauciflorus,Alpine Groundsel,,12.1,39.872
Vascular Plant,Senecio pseudaureus var. pseudaureus,Falsegold Groundsel,In Recovery,21.4,0.634
Vascular Plant,Senecio scorzonella,"Sierra Groundsel, Sierra Ragwort",,8.1,3.228
Vascular Plant,Senecio streptanthifolius,Cleftleaf Groundsel,Species of Concern,30.7,4.354
Vascular Plant,Senecio werneriifolius,Hoary Groundsel,In Recovery,7.2,0.03
Vascular Plant,Solidago californica,California Goldenrod,Species of Concern,52.0,67.465
Vascular Plant,Solidago multiradiata,"Arctic Goldenrod, Manyray Goldenrod, Mountain Goldenrod, Rocky Mountain Goldenrod",Species of Concern,7.2,87.672
Vascular Plant,Soliva sessilis,"Field Burrweed, Field Soliva",Species of Concern,34.5,1.62
Vascular Plant,Sonchus asper ssp. asper,Spiny Sowthistle,,15.2,0.052
Vascular Plant,Sonchus oleraceus,"Annual Sowthistle, Common Sowthistle, Common Sow-Thistle, Pualele, Sow Thistle, Sow-Thistle",,80.3,0.237
Vascular Plant,Sphaeromeria cana,"Gray Chickensage, Gray Tansey",,9.6,19.684
Vascular Plant,Stephanomeria lactucina,"Creeping Wirelettuce, Lettuce Wirelettuce",Species of Concern,2.6,0.037
Vascular Plant,Stephanomeria virgata ssp. pleurocarpa,Wand Wirelettuce,,24.0,3.432
Vascular Plant,Tanacetum parthenium,Feverfew,In Recovery,43.9,0.775
Vascular Plant,Uropappus lindleyi,Lindley's Silverpuffs,,511.0,0.933
Vascular Plant,Whitneya dealbata,Mock Leopardbane,In Recovery,18.6,0.225
Vascular Plant,Wyethia angustifolia,California Compassplant,,28.5,7.671
Vascular Plant,Wyethia elata,Hall's Mule-Ears,Species of Concern,104.0,0.04
Vascular Plant,Wyethia mollis,"Woolly Mule-Ears, Wooly Wyethia",Species of Concern,18.3,5.037
Vascular Plant,Downingia montana,Sierra Calicoflower,Species of Concern,49.6,1.676
Vascular Plant,Githopsis specularioides,Common Bluecup,,47.0,0.218
Vascular Plant,Heterocodon rariflorum,"Rareflower Heterocodon, Western Pearlflower",,159.1,19.719
Vascular Plant,Nemacladus capillaris,Common Threadplant,Endangered,4.9,0.112
Vascular Plant,Nemacladus interior,Sierra Threadplant,Threatened,7.0,8.979
Vascular Plant,Amsinckia lycopsoides,"Bugloss Fiddleneck, Tarweed Fiddleneck",Species of Concern,5.3,0.721
Vascular Plant,Amsinckia menziesii var. intermedia,"Coast Buckthorn, Coast Fiddleneck, Common Fiddleneck, Intermediate Fiddleneck",Threatened,42.3,1.397
Vascular Plant,Amsinckia menziesii var. menziesii,"Menzies' Fiddleneck, Rigid Fiddleneck",Threatened,33.5,0.115
Vascular Plant,Cryptantha echinella,"Hedgehog Cryptantha, Prickly Cryptantha",Species of Concern,50.1,0.356
Vascular Plant,Cryptantha flaccida,Weakstem Cryptantha,,16.6,2.987
Vascular Plant,Cryptantha glomeriflora,Truckee Cryptantha,,27.8,1.751
Vascular Plant,Cryptantha hispidula,Napa Cryptantha,,10.0,0.78
Vascular Plant,Cryptantha humilis,"Round-Spike Catseye, Roundspike Cryptantha",Species of Concern,24.6,0.053
Vascular Plant,Cryptantha muricata,"Pointed Catseye, Pointed Cryptantha, Prickly Cryptantha",Species of Concern,14.1,4.346
Vascular Plant,Cryptantha nubigena,Sierra Cryptantha,,5.3,29.709
Vascular Plant,Cryptantha simulans,"Pine Cryptantha, Pinewoods Cryptantha",,112.6,0.073
Vascular Plant,Cynoglossum grande,Pacific Hound's Tongue,,125.1,1.151
Vascular Plant,Cynoglossum occidentale,Western Hound's Tongue,Species of Concern,40.5,0.476
Vascular Plant,Eriodictyon californicum,California Yerba Santa,,74.3,4.55
Vascular Plant,Hackelia mundula,Pink Stickseed,,9.2,0.09
Vascular Plant,Hackelia nervosa,"Sierra Stickseed, Sierran Stickseed",Species of Concern,4.3,2.638
Vascular Plant,Hackelia velutina,"Velvet Stickseed, Velvety Stickseed",Species of Concern,48.8,8.393
Vascular Plant,Mertensia ciliata,"Mountain Bluebells, Shortstyle Bluebells, Tall Fringe Bluebells, Tall Fringed Bluebells",Species of Concern,21.3,0.091
Vascular Plant,Pectocarya pusilla,"Little Combseed, Purple Prairieclover",,10.8,29.396
Vascular Plant,Plagiobothrys hispidulus,Sleeping Popcornflower,Species of Concern,13.7,2.36
Vascular Plant,Plagiobothrys myosotoides,Forget-Me-Not Popcornflower,Threatened,6.7,3.825
Vascular Plant,Plagiobothrys nothofulvus,Rusty Popcornflower,,14.2,22.574
Vascular Plant,Plagiobothrys stipitatus var. micranthus,Stalked Popcornflower,,62.1,0.477
Vascular Plant,Plagiobothrys torreyi var. diffusus,Torrey's Popcornflower,Species of Concern,21.1,0.416
Vascular Plant,Plagiobothrys torreyi var. torreyi,Torrey's Popcornflower,In Recovery,4.5,0.193
Vascular Plant,Draperia systyla,Violet Draperia,Species of Concern,31.1,3.718
Vascular Plant,Hesperochiron californicus,California Hesperochiron,Species of Concern,29.3,0.775
Vascular Plant,Hydrophyllum occidentale,"Squaw-Lettuce, Western Waterleaf",In Recovery,75.2,1.933
Vascular Plant,Nemophila heterophylla,Small Baby Blue Eyes,,57.0,0.02
Vascular Plant,Nemophila maculata,Fivespot,In Recovery,0.2,3.352
Vascular Plant,Nemophila menziesii var. menziesii,Baby Blue Eyes,Species of Concern,4.4,0.969
Vascular Plant,Nemophila parviflora var. austiniae,"Groovelover, Smallflower Nemophila",,17.1,87.226
Vascular Plant,Nemophila pedunculata,"Littlefoot Blue-Eyes, Littlefoot Nemophila",,39.6,2.496
Vascular Plant,Nemophila spatulata,"Sierra Baby Blue Eyes, Sierra Blue-Eyes",Species of Concern,67.0,4.142
Vascular Plant,Phacelia cicutaria var. cicutaria,Caterpillar Phacelia,,14.2,24.015
Vascular Plant,Phacelia congdonii,Congdon's Phacelia,,6.5,3.699
Vascular Plant,Phacelia egena,"Kaweah River Phacelia, Kaweah River Scorpion-Weed",,3.8,2.745
Vascular Plant,Phacelia eisenii,Eisen's Phacelia,Species of Concern,30.9,108.977
Vascular Plant,Phacelia heterophylla ssp. virgata,Varileaf Phacelia,Species of Concern,3.8,0.367
Vascular Plant,Phacelia humilis var. humilis,Low Phacelia,,65.8,3.813
Vascular Plant,Phacelia hydrophylloides,Waterleaf Phacelia,,30.5,0.151
Vascular Plant,Phacelia imbricata ssp. imbricata,Imbricate Phacelia,Threatened,12.1,37.062
Vascular Plant,Phacelia mutabilis,Changeable Phacelia,,23.1,4.214
Vascular Plant,Phacelia platyloba,Broadlobe Phacelia,Threatened,21.4,0.086
Vascular Plant,Phacelia purpusii,Purpus' Phacelia,,75.2,5.801
Vascular Plant,Phacelia quickii,Quick's Phacelia,,390.2,0.13
Vascular Plant,Phacelia racemosa,Racemose Phacelia,Species of Concern,65.8,0.062
Vascular Plant,Phacelia ramosissima,"Branched Scorpion-Weed, Branching Phacelia",,29.6,18.94
Vascular Plant,Phacelia ramosissima var. latifolia,"Branched Scorpion-Weed, Branching Phacelia",Species of Concern,2.0,0.988
Vascular Plant,Phacelia ramosissima var. ramosissima,Branching Phacelia,,12.5,0.285
Vascular Plant,Phacelia ramosissima var. subglabra,Branching Phacelia,Threatened,38.9,27.159
Vascular Plant,Phacelia tanacetifolia,"Facelia, Fiddleneck, Lacy Phacelia, Lacy Scorpion-Weed",,20.9,2.756
Vascular Plant,Phacelia vallicola,Mariposa Phacelia,Species of Concern,28.1,1.656
Vascular Plant,Pholistoma auritum var. auritum,Blue Fiestaflower,,6.6,26.341
Vascular Plant,Anelsonia eurycarpa,"Broad Pod Anelsonia, Daggerpod",Species of Concern,35.0,4.425
Vascular Plant,Arabidopsis thaliana,"Mouseear Cress, Mouse-Ear Cress",,9.3,0.523
Vascular Plant,Arabis davidsonii,Davidson's Rockcress,,19.9,0.036
Vascular Plant,Arabis drummondii,"Canadian Rockcress, Drummond Rockcress, Drummond's Rockcress",,3.2,0.367
Vascular Plant,Arabis holboellii var. pendulocarpa,Dropseed Rockcress,,45.9,0.322
Vascular Plant,Arabis holboellii var. pinetorum,Holboell's Rockcress,In Recovery,7.2,0.215
Vascular Plant,Arabis holboellii var. retrofracta,"A Holboell Rock-Cress, Second Rockcress",,14.2,0.681
Vascular Plant,Arabis inyoensis,Inyo Rockcress,Species of Concern,329.8,23.024
Vascular Plant,Arabis lemmonii var. depauperata,Soldier Rockcress,,83.9,30.614
Vascular Plant,Arabis lemmonii var. lemmonii,Lemmon's Rockcress,Endangered,7.4,0.078
Vascular Plant,Arabis lyallii var. lyallii,Lyall's Rockcress,,6.5,46.352
Vascular Plant,Arabis lyallii var. nubigena,Lyall's Rockcress,Endangered,12.7,0.072
Vascular Plant,Arabis platysperma var. howellii,Howell's Pioneer Rockcress,Species of Concern,14.6,0.908
Vascular Plant,Arabis platysperma var. platysperma,Pioneer Rockcress,,33.9,3.088
Vascular Plant,Arabis rectissima var. rectissima,Bristlyleaf Rockcress,Endangered,9.1,9.154
Vascular Plant,Arabis repanda var. greenei,Greene's Rockcress,,11.4,1.116
Vascular Plant,Arabis repanda var. repanda,Yosemite Rockcress,,55.9,0.331
Vascular Plant,Arabis sparsiflora var. arcuata,Elegant Rockcress,Species of Concern,12.4,7.237
Vascular Plant,Arabis X divaricarpa,"Spreading Rockcress, Spreadingpod Rockcress",,8.8,0.63
Vascular Plant,Athysanus pusillus,"Common Sandweed, Dwarf Anthysanus",,47.8,280.124
Vascular Plant,Brassica nigra,"Black Mustard, Shortpod Mustard",,50.7,5.374
Vascular Plant,Cardamine californica var. californica,Milkmaids,,46.4,0.113
Vascular Plant,Cardamine oligosperma,"Idaho Bittercress, Little Western Bittercress",Species of Concern,28.2,1.53
Vascular Plant,Cardamine pachystigma var. pachystigma,Serpentine Bittercress,,36.1,2.206
Vascular Plant,Descurainia californica,"Sierra Tansymustard, Sierran Tansy Mustard, Sierran Tansymustard",Species of Concern,38.7,0.757
Vascular Plant,Descurainia incana,"Mountain Tansy Mustard, Mountain Tansymustard, Mountain Tansy-Mustard",,26.3,0.077
Vascular Plant,Descurainia pinnata ssp. menziesii,Menzies' Tansymustard,Species of Concern,16.7,53.361
Vascular Plant,Draba breweri,Cushion Draba,In Recovery,36.0,1.565
Vascular Plant,Draba lemmonii var. lemmonii,"Granite Draba, Lemmon's Draba",,238.7,0.055
Vascular Plant,Erysimum capitatum,"Coast Wallflower, Sand Dune Wallflower, Western Wallflower",,6.5,119.316
Vascular Plant,Hirschfeldia incana,Shortpod Mustard,,25.9,0.899
Vascular Plant,Hutchinsia procumbens,"Ovalpurse, Prostrate Hutchinsia",Endangered,5.8,5.049
Vascular Plant,Lepidium densiflorum var. densiflorum,"Common Pepperweed, Miner's Pepperwort",Species of Concern,47.2,0.107
Vascular Plant,Lepidium ramosissimum var. bourgeauanum,Bourgeau's Pepperweed,,20.7,0.713
Vascular Plant,Lepidium virginicum var. virginicum,"Poorman's-Pepperwort, Virginia Pepperweed",,33.4,0.1
Vascular Plant,Lunaria annua,Annual Honesty,Species of Concern,110.2,16.274
Vascular Plant,Phoenicaulis cheiranthoides,Wallflower Phoenicaulis,,15.9,0.96
Vascular Plant,Raphanus sativus,"Cultivated Radish, Garden Radish, Radish, Wild Radish",Species of Concern,20.8,0.236
Vascular Plant,Rorippa nasturtium-aquaticum,Watercress,Species of Concern,14.4,0.839
Vascular Plant,Sinapis arvensis,"Charlock, Charlock Mustard, Corn Mustard, Corn-Mustard, Wild Mustard",,169.9,17.576
Vascular Plant,Sisymbrium officinale,"Hairypod Hedgemustard, Hedge Mustard, Hedge Tumblemustard, Hedgemustard, Hedge-Mustard, Hedgeweed, Wild Mustard",Species of Concern,75.3,4.157
Vascular Plant,Streptanthus diversifolius,"Variableleaf Jewelflower, Variedleaf Twistflower",,6.4,1.486
Vascular Plant,Streptanthus tortuosus,"Mountain Twistflower, Shieldplant",,78.6,0.071
Vascular Plant,Streptanthus tortuosus var. orbiculatus,Shieldplant,Species of Concern,52.7,548.136
Vascular Plant,Streptanthus tortuosus var. tortuosus,Shieldplant,Endangered,87.7,56.547
Vascular Plant,Subularia aquatica var. americana,"American Awlwort, American Waterawlwort",,31.9,18.538
Vascular Plant,Thysanocarpus curvipes,"Lacepod Mustard, Sand Fringepod, Sand Lacepod",,10.4,12.057
Vascular Plant,Tropidocarpum gracile,Dobie Pod,,53.8,3.403
Vascular Plant,Limnanthes alba ssp. alba,White Meadowfoam,,119.0,0.429
Vascular Plant,Limnanthes alba ssp. versicolor,White Meadowfoam,,19.6,2.093
Vascular Plant,Limnanthes montana,Mountain Meadowfoam,,7.1,2.908
Vascular Plant,Limnanthes striata,Foothill Meadowfoam,In Recovery,3.1,22.587
Vascular Plant,Amaranthus californicus,"California Amaranth, California Pigweed",Species of Concern,25.9,0.448
Vascular Plant,Chenopodium album,"Common Lambsquarters, Lambsquarters, Lambsquarters Goosefoot, White Goosefoot",,9.0,0.917
Vascular Plant,Chenopodium botrys,"Jerusalem Oak, Jerusalem Oak Goosefoot, Jerusalem-Oak",Species of Concern,56.0,6.484
Vascular Plant,Chenopodium multifidum,Cutleaf Goosefoot,,10.5,0.199
Vascular Plant,Chenopodium pumilio,"Clammy Goosefoot, Ridged Goosefoot",Threatened,54.0,0.271
Vascular Plant,Monolepis spathulata,"Beaver Monolepis, Beaver Povertyweed",Species of Concern,26.4,2.247
Vascular Plant,Arenaria aculeata,"Prickly Sandwort, Spiny Sandwort",,35.7,14.093
Vascular Plant,Arenaria congesta var. subcongesta,"Ballhead Sandwort, Loosehead Sandwort",,5.4,0.014
Vascular Plant,Arenaria congesta var. suffrutescens,Suffrutescent Sandwort,,12.4,148.981
Vascular Plant,Cerastium fontanum ssp. vulgare,"Big Chickweed, Common Mouse-Ear Chickweed",Endangered,277.7,160.444
Vascular Plant,Herniaria hirsuta ssp. cinerea,Hairy Rupturewort,In Recovery,19.5,0.019
Vascular Plant,Herniaria hirsuta ssp. hirsuta,Hairy Rupturewort,Endangered,1.5,0.355
Vascular Plant,Minuartia californica,California Sandwort,Species of Concern,19.3,42.588
Vascular Plant,Minuartia douglasii,Douglas' Stitchwort,,69.5,2.911
Vascular Plant,Minuartia nuttallii ssp. gracilis,Brittle Sandwort,,8.4,0.149
Vascular Plant,Minuartia pusilla,"Annual Sandwort, Dwarf Sandwort",,33.3,9.418
Vascular Plant,Minuartia stricta,Bog Stitchwort,,39.3,0.124
Vascular Plant,Polycarpon tetraphyllum,Fourleaf Manyseed,,53.6,4.782
Vascular Plant,Pseudostellaria jamesiana,"Sticky Starwort, Sticky-Starwort, Tuber Starwort",,6.8,0.232
Vascular Plant,Pseudostellaria sierrae,Sierra Starwort,Threatened,56.0,0.917
Vascular Plant,Sagina apetala,Annual Pearlwort,Threatened,165.2,5.771
Vascular Plant,Sagina decumbens ssp. occidentalis,Western Pearlwort,,13.7,1.607
Vascular Plant,Silene bernardina,"Palmer's Campion, Palmer's Catchfly",,26.5,0.267
Vascular Plant,Silene bridgesii,Bridges' Catchfly,,8.2,9.521
Vascular Plant,Silene californica,Indian Pink,,67.6,7.459
Vascular Plant,Silene gallica,"Common Catchfly, Windmill Catchfly",,151.2,0.426
Vascular Plant,Silene latifolia ssp. alba,"Bladder Campion, Bladder-Campion, Evening Lychnis, White Campion, White Cockle",Endangered,182.9,0.173
Vascular Plant,Silene lemmonii,Lemmon's Catchfly,Species of Concern,7.3,0.02
Vascular Plant,Silene menziesii,"Menzies' Campion, White Catchfly",Species of Concern,14.4,0.468
Vascular Plant,Silene sargentii,"Sargent's Campion, Sargent's Catchfly",Species of Concern,46.1,3.034
Vascular Plant,Spergula arvensis,"Corn Spurry, Devil's Gut, Field Spurry, Pickpurse, Sandweed",,5.9,0.618
Vascular Plant,Stellaria borealis ssp. sitchana,Sitka Starwort,Species of Concern,15.7,0.019
Vascular Plant,Stellaria nitens,"Shiny Chickweed, Shiny Starwort",Species of Concern,7.6,0.24
Vascular Plant,Drosera rotundifolia,Roundleaf Sundew,,137.1,2.661
Vascular Plant,Mollugo verticillata,"Carpetweed, Carpet-Weed, Green Carpetweed, Green Carpet-Weed, Indian Chickweed",,54.3,0.039
Vascular Plant,Calandrinia ciliata,"Desert Rockpurslane, Fringed Redmaids, Redmaids",,102.8,42.638
Vascular Plant,Claytonia megarhiza,Alpine Springbeauty,Threatened,2.2,0.283
Vascular Plant,Claytonia nevadensis,Sierra Springbeauty,Species of Concern,44.5,8.256
Vascular Plant,Claytonia parviflora ssp. parviflora,Streambank Springbeauty,,10.9,0.768
Vascular Plant,Claytonia perfoliata ssp. perfoliata,Miner's Lettuce,Endangered,12.0,2.173
Vascular Plant,Claytonia rubra ssp. rubra,Redstem Springbeauty,,103.2,0.24
Vascular Plant,Lewisia congdonii,Congdon's Lewisia,Species of Concern,81.5,0.234
Vascular Plant,Lewisia disepala,"Yosemite Bitterroot, Yosemite Lewisia",In Recovery,8.9,12.762
Vascular Plant,Lewisia glandulosa,Sierra Lewisia,,74.2,13.853
Vascular Plant,Lewisia kelloggii,Kellogg's Lewisia,Species of Concern,5.1,0.514
Vascular Plant,Lewisia nevadensis,"Nevada Bitterroot, Nevada Bitter-Root, Nevada Lewisia",,65.9,1.829
Vascular Plant,Montia fontana,"Annual Water Minerslettuce, Fountain Miner's Lettuce",,6.8,5.185
Vascular Plant,Montia linearis,"Narrowleaf Indianlettuce, Narrowleaf Minerslettuce",Species of Concern,10.4,146.396
Vascular Plant,Montia parvifolia,Littleleaf Minerslettuce,,156.6,7.465
Vascular Plant,Chorizanthe membranacea,Pink Spineflower,Species of Concern,125.6,1.939
Vascular Plant,Eriogonum hirtiflorum,Hairyflower Buckwheat,,61.5,66.307
Vascular Plant,Eriogonum incanum,Frosted Buckwheat,,32.9,0.871
Vascular Plant,Eriogonum lobbii var. lobbii,Lobb's Buckwheat,Species of Concern,3.2,1.339
Vascular Plant,Eriogonum marifolium,Marumleaf Buckwheat,Species of Concern,65.9,17.533
Vascular Plant,Eriogonum nudum,"Naked Buckwheat, Nakedstem Buckwheat",,44.9,0.426
Vascular Plant,Eriogonum nudum var. deductum,Naked Buckwheat,Endangered,2.3,0.478
Vascular Plant,Eriogonum nudum var. nudum,Naked Buckwheat,,17.0,0.754
Vascular Plant,Eriogonum nudum var. scapigerum,Naked Buckwheat,Species of Concern,51.5,236.085
Vascular Plant,Eriogonum ovalifolium var. nivale,Cushion Buckwheat,,28.5,0.959
Vascular Plant,Eriogonum prattenianum var. avium,Nevada City Buckwheat,,18.0,2.25
Vascular Plant,Eriogonum prattenianum var. prattenianum,Nevada City Buckwheat,,9.1,2.227
Vascular Plant,Eriogonum rosense,"Mount Rose Buckwheat, Rosy Buckwheat",Endangered,42.1,2.785
Vascular Plant,Eriogonum roseum,Wand Buckwheat,,42.5,4.876
Vascular Plant,Eriogonum spergulinum var. reddingianum,Redding Buckwheat,,2.9,8.103
Vascular Plant,Eriogonum spergulinum var. spergulinum,Spurry Buckwheat,Species of Concern,11.0,0.107
Vascular Plant,Eriogonum umbellatum var. covillei,Sulphur-Flower Buckwheat,,6.5,4.874
Vascular Plant,Eriogonum umbellatum var. furcosum,"Sulphurflower Buckwheat, Sulphur-Flower Buckwheat",Species of Concern,18.8,0.025
Vascular Plant,Eriogonum umbellatum var. nevadense,"Nevada Buckwheat, Sulphur-Flower Buckwheat",Species of Concern,43.5,0.045
Vascular Plant,Eriogonum wrightii var. subscaposum,Bastardsage,In Recovery,29.0,2.993
Vascular Plant,Eriogonum wrightii var. trachygonum,"Bastardsage, Shrubby Buckwheat",Species of Concern,71.0,141.771
Vascular Plant,Polygonum amphibium var. emersum,"Colored Smartweed, Devil's Shoestring, Longroot Smartweed, Swamp Smartweed, Tanweed",,4.8,1.446
Vascular Plant,Polygonum arenastrum,"Common Knotweed, Doorweed, Matweed, Ovalleaf Knotweed, Oval-Leaf Knotweed, Prostrate Knotweed",Species of Concern,17.6,4.876
Vascular Plant,Polygonum californicum,California Knotweed,,31.8,0.683
Vascular Plant,Polygonum douglasii ssp. douglasii,Douglas' Knotweed,,14.5,0.101
Vascular Plant,Polygonum douglasii ssp. johnstonii,Johnston's Knotweed,,80.3,5.197
Vascular Plant,Polygonum hydropiperoides,Swamp Smartweed,,73.8,0.759
Vascular Plant,Polygonum persicaria,"Ladysthumb, Lady's-Thumb, Ladysthumb Smartweed, Spotted Knotweed, Spotted Ladysthumb, Spotted Smartweed",In Recovery,11.2,0.111
Vascular Plant,Polygonum phytolaccifolium,"Mountain Lice, Poke Knotweed",Threatened,37.7,0.123
Vascular Plant,Polygonum polygaloides ssp. kelloggii,Kellogg's Knotweed,In Recovery,225.5,0.063
Vascular Plant,Polygonum ramosissimum,"Bushy Knotweed, Tall Knotweed, Yellow Knotweed, Yellow-Flower Knotweed",,34.1,82.859
Vascular Plant,Polygonum shastense,Shasta Knotweed,,50.3,2.558
Vascular Plant,Pterostegia drymarioides,"Woodland Pterostegia, Woodland Threadstem",Species of Concern,7.7,0.052
Vascular Plant,Rumex conglomeratus,"Clustered Dock, Sharp Dock",,61.8,71.191
Vascular Plant,Rumex pulcher,Fiddle Dock,,14.5,0.096
Vascular Plant,Rumex salicifolius var. denticulatus,"California Dock, Toothed Willow Dock",In Recovery,1.3,0.142
Vascular Plant,Parnassia californica,"California Grass Of Parnassus, California Grass-Of-Parnassus",,21.4,89.82
Vascular Plant,Cornus nuttallii,Pacific Dogwood,Threatened,55.0,3.535
Vascular Plant,Cornus sericea,"Redosier, Redosier Dogwood",,15.2,0.384
Vascular Plant,Cornus sericea ssp. occidentalis,Western Dogwood,,132.5,2.723
Vascular Plant,Cornus sericea ssp. sericea,"Redosier Dogwood, Siberian Dogwood, Tatarian Dogwood",Species of Concern,2.0,0.306
Vascular Plant,Philadelphus lewisii,Lewis' Mock Orange,,8.8,0.421
Vascular Plant,Mentzelia crocea,Sierra Blazingstar,Endangered,48.2,1.26
Vascular Plant,Mentzelia lindleyi,Lindley's Blazingstar,,22.4,43.978
Vascular Plant,Staphylea bolanderi,Sierra Bladdernut,,10.6,174.251
Vascular Plant,Marah fabaceus,"California Manroot, Valley Manroot",Threatened,11.0,2.061
Vascular Plant,Marah horridus,Sierra Manroot,,17.5,2.245
Vascular Plant,Marah watsonii,Taw Manroot,Species of Concern,41.8,4.877
Vascular Plant,Datisca glomerata,Durango Root,,9.9,0.1
Vascular Plant,Narthecium californicum,California Bog Asphodel,,494.6,0.492
Vascular Plant,Sambucus mexicana,Mexican Elder,Endangered,56.8,0.03
Vascular Plant,Sambucus racemosa var. microbotrys,European Red Elderberry,Species of Concern,17.5,1.2
Vascular Plant,Viburnum ellipticum,Common Viburnum,,43.3,0.002
Vascular Plant,Lonicera conjugialis,Purpleflower Honeysuckle,,29.9,0.093
Vascular Plant,Lonicera interrupta,Chaparral Honeysuckle,Species of Concern,36.2,0.124
Vascular Plant,Lonicera involucrata var. involucrata,Twinberry Honeysuckle,Species of Concern,8.8,0.832
Vascular Plant,Symphoricarpos mollis,Creeping Snowberry,,6.9,0.502
Vascular Plant,Symphoricarpos rotundifolius var. rotundifolius,Roundleaf Snowberry,,5.9,0.017
Vascular Plant,Plectritis ciliosa ssp. ciliosa,"Longspur Seablush, Long-Spur Seablush",In Recovery,83.2,0.065
Vascular Plant,Valeriana californica,California Valerian,,19.8,10.829
Vascular Plant,Equisetum hyemale ssp. affine,Scouringrush Horsetail,Species of Concern,11.7,0.21
Vascular Plant,Allotropa virgata,Sugarstick,,32.2,26.973
Vascular Plant,Arctostaphylos nevadensis,Pinemat Manzanita,,6.0,1.133
Vascular Plant,Arctostaphylos viscida ssp. mariposa,Mariposa Manzanita,,3.1,0.617
Vascular Plant,Arctostaphylos viscida ssp. viscida,"Sticky Whiteleaf Manzanita, Whiteleaf Manzanita",,25.6,0.195
Vascular Plant,Cassiope mertensiana,"Western Moss Heather, White Heather",Threatened,14.2,0.049
Vascular Plant,Chimaphila umbellata,"Pipsissewa, Prince's Pine",,26.9,23.086
Vascular Plant,Kalmia polifolia,"Bog Kalmia, Bog Laurel, Box Laurel, Swamp Laurel",Threatened,6.6,0.348
Vascular Plant,Kalmia polifolia ssp. polifolia,Mountain Laurel,,44.8,34.132
Vascular Plant,Leucothoe davisiae,Sierra Laurel,,4.1,1.081
Vascular Plant,Phyllodoce breweri,"Brewer's Mountain Heather, Purple Mountainheath, Red Mountainheather",Species of Concern,34.5,1.277
Vascular Plant,Pleuricospora fimbriolata,"Fringed Pinesap, Sierra Sap",,1.3,5.77
Vascular Plant,Pyrola asarifolia,"Bog Wintergreen, Liverleaf Wintergreen, Pink Wintergreen",In Recovery,151.9,2.207
Vascular Plant,Pyrola asarifolia ssp. asarifolia,"Bog Wintergreen, Liverleaf Wintergreen",Species of Concern,7.1,0.457
Vascular Plant,Pyrola picta,White-Veined Wintergreen,Species of Concern,205.2,16.037
Vascular Plant,Rhododendron occidentale,"California Azalea, Sonoma Azalea, Western Azalea",,52.9,4.019
Vascular Plant,Sarcodes sanguinea,Snowplant,,11.1,0.999
Vascular Plant,Vaccinium parvifolium,Red Huckleberry,Species of Concern,22.3,6.514
Vascular Plant,Allophyllum divaricatum,Purple False Gilyflower,,150.0,27.0
Vascular Plant,Allophyllum gilioides ssp. gilioides,"Dense False Gilia, Dense False Gilyflower",Endangered,4.5,2.886
Vascular Plant,Allophyllum gilioides ssp. violaceum,"Dense False Gilia, Dense False Gilyflower",,59.4,7.746
Vascular Plant,Allophyllum integrifolium,"Mountain False Gilia, White False Gilyflower",,11.5,2404.923
Vascular Plant,Collomia grandiflora,"Grand Collomia, Largeflowered Collomia",,5.3,0.11
Vascular Plant,Collomia heterophylla,Variableleaf Collomia,,32.5,327.67
Vascular Plant,Collomia tinctoria,"Staining Collomia, Yellowstain Collomia",,9.0,0.848
Vascular Plant,Eriastrum sparsiflorum,"Fewflower Woolstar, Great Basin Woollystar",Species of Concern,89.4,1.577
Vascular Plant,Gilia capillaris,"Miniature Gilia, Smoothleaf Gilia",Threatened,16.4,6.781
Vascular Plant,Gilia capitata ssp. abrotanifolia,Bluehead Gilia,,34.0,21.674
Vascular Plant,Gilia capitata ssp. mediomontana,Foothill Gilia,,115.6,3.552
Vascular Plant,Gilia capitata ssp. pedemontana,Bluehead Gilia,In Recovery,34.8,2.816
Vascular Plant,Gilia leptalea,Bridges' Gilia,Species of Concern,44.1,1.893
Vascular Plant,Gilia leptalea ssp. bicolor,Bridges' Gilia,Species of Concern,24.5,32.837
Vascular Plant,Gilia leptalea ssp. leptalea,Bridges' Gilia,,151.3,0.038
Vascular Plant,Gilia tricolor ssp. tricolor,Bird's-Eye Gilia,Species of Concern,24.8,0.295
Vascular Plant,Ipomopsis aggregata,"Scarlet Gilia, Skyrocket Gilia",,16.9,4.51
Vascular Plant,Ipomopsis aggregata ssp. bridgesii,Scarlet Gilia,,54.8,1.246
Vascular Plant,Ipomopsis aggregata ssp. formosissima,"Scarlet Gilia, Scarlet Skyrocket, Skyrocket Gilia",,2.5,0.148
Vascular Plant,Leptodactylon pungens,"Common Prickly Gilia, Granite Gilia, Granite Prickly Gilia, Granite Prickly Phlox",Threatened,71.9,0.002
Vascular Plant,Linanthus bicolor,True Babystars,,102.0,6.068
Vascular Plant,Linanthus ciliatus,"Bristlyleaf Linanthus, Whiskerbrush",Species of Concern,119.0,1.004
Vascular Plant,Linanthus dichotomus,"Evening Snow, Eveningsnow",Species of Concern,2.1,4.835
Vascular Plant,Linanthus filipes,Thread Linanthus,,113.2,16.64
Vascular Plant,Linanthus harknessii,"Harkness' Flaxflower, Threeseed Linanthus",,11.1,2.048
